,날짜,종가,등락률,외인순매수,기관순매수,개인순매수
469,2020-06-02,51400.0,0.39,-452878,46442,-31456
470,2020-06-01,51200.0,0.99,546108,107175,-94227
471,2020-05-29,50700.0,0.6,3880973,-95447,-95059
472,2020-05-28,50400.0,1.0,2317780,139959,-259439
473,2020-05-27,49900.0,1.32,2999597,7339,-171484
474,2020-05-26,49250.0,0.82,-2297280,81692,-39450
475,2020-05-25,48850.0,0.21,-2157841,10973,100345
476,2020-05-22,48750.0,-2.4,-3647938,-140192,331201
477,2020-05-21,49950.0,-0.1,2041778,-117972,22853
478,2020-05-20,50000.0,-0.6,563799,-6801,-5706
479,2020-05-19,50300.0,3.07,2306439,261836,-355127
480,2020-05-18,48800.0,1.99,-625057,86976,-156803
481,2020-05-15,47850.0,-0.31,-2114134,88373,11315
482,2020-05-14,48000.0,-1.13,-1374908,-60938,126080
483,2020-05-13,48550.0,1.36,253744,-23656,39283
484,2020-05-12,47900.0,-1.03,530085,-156655,250191
485,2020-05-11,48400.0,-0.82,-1361851,-82008,142043
486,2020-05-08,48800.0,0.0,-1429495,51339,47677
487,2020-05-07,48800.0,-0.81,-998727,5063,63473
488,2020-05-06,49200.0,1.44,-1568700,48987,32732
489,2020-05-04,48500.0,-3.0,-8082678,-248423,508941
490,2020-04-29,50000.0,-0.2,1097242,19632,-25532
491,2020-04-28,50100.0,0.5,-75891,-45558,11181
492,2020-04-27,49850.0,1.01,2163791,111958,-94884
493,2020-04-24,49350.0,-1.0,-1765242,-134380,96102
494,2020-04-23,49850.0,0.0,-150098,34927,11067
495,2020-04-22,49850.0,1.22,1541282,-125009,89289
496,2020-04-21,49250.0,-1.7,-1784618,-82316,262968
497,2020-04-20,50100.0,-2.53,1926720,-181581,239955
498,2020-04-17,51400.0,4.9,6268683,118431,-389186
499,2020-04-16,49000.0,0.0,2432706,15751,25881
500,2020-04-14,49000.0,1.45,-976141,129311,-160757
501,2020-04-13,48300.0,-1.93,-1170776,-142091,157816
502,2020-04-10,49250.0,0.31,680011,-118669,86686
503,2020-04-09,49100.0,1.03,38449,-65683,55319
504,2020-04-08,48600.0,-2.02,2416062,-142792,109310
505,2020-04-07,49600.0,1.85,1416356,54897,-98896
506,2020-04-06,48700.0,3.62,250515,286950,-333381
507,2020-04-03,47000.0,0.43,1038302,-28102,27490
508,2020-04-02,46800.0,2.18,-169320,62309,37327
509,2020-04-01,45800.0,-4.08,4123651,-217965,328995
510,2020-03-31,47750.0,-0.21,1474394,-143607,146850
511,2020-03-30,47850.0,-0.93,-1951586,-11,47203
512,2020-03-27,48300.0,1.05,-12991449,46985,71939
513,2020-03-26,47800.0,-1.75,-2574048,-180122,149097
514,2020-03-25,48650.0,3.62,-6584958,-83694,242777
515,2020-03-24,46950.0,10.47,3722240,149443,-280712
516,2020-03-23,42500.0,-6.39,-7828052,-139418,470841
517,2020-03-20,45400.0,5.7,-2466714,76646,144566
518,2020-03-19,42950.0,-5.81,-3193447,74618,178812
519,2020-03-18,45600.0,-3.59,-545826,-266246,303748
520,2020-03-17,47300.0,-3.27,-11026963,119323,415266
521,2020-03-16,48900.0,-2.1,1166409,-164034,362171
522,2020-03-13,49950.0,-1.67,-10654316,197036,358020
523,2020-03-12,50800.0,-2.5,-9157928,178280,273031
524,2020-03-11,52100.0,-4.58,-10183213,-151405,675860
525,2020-03-10,54600.0,0.74,-6693686,210882,118356
526,2020-03-09,54200.0,-4.07,-10000508,-8358,532204
527,2020-03-06,56500.0,-2.25,-2750776,-56167,206402
528,2020-03-05,57800.0,0.7,-2638853,-48739,172733
529,2020-03-04,57400.0,3.61,2568190,-59081,-117545
530,2020-03-03,55400.0,0.73,-2358282,-95822,229480
531,2020-03-02,55000.0,1.48,-6539269,121011,257611
532,2020-02-28,54200.0,-3.04,-6322340,154250,127846
533,2020-02-27,55900.0,-1.06,-3504787,-6227,167524
534,2020-02-26,56500.0,-2.42,-8168418,28130,360507
535,2020-02-25,57900.0,1.94,-4464480,78332,194351
536,2020-02-24,56800.0,-4.05,-8405435,150174,388624
537,2020-02-21,59200.0,-1.33,1328553,-141723,97028
538,2020-02-20,60000.0,-0.33,136212,-22900,30248
539,2020-02-19,60200.0,0.67,-2015316,41728,69324
540,2020-02-18,59800.0,-2.76,-1820789,-148450,377335
541,2020-02-17,61500.0,-0.49,-875260,28989,44731
542,2020-02-14,61800.0,1.81,1590727,43520,-161350
543,2020-02-13,60700.0,0.33,5171708,-116567,-123541
544,2020-02-12,60500.0,1.0,602028,91618,-30284
545,2020-02-11,59900.0,0.34,-1872070,113616,-14165
546,2020-02-10,59700.0,-1.16,-2482626,-15550,111736
547,2020-02-07,60400.0,-1.15,17475,-147373,106887
548,2020-02-06,61100.0,2.69,1248772,149953,-202824
549,2020-02-05,59500.0,1.02,4110151,-265739,20990
550,2020-02-04,58900.0,2.97,-4697320,-220775,4617
551,2020-02-03,57200.0,1.42,-3914640,60327,30993
552,2020-01-31,56400.0,-1.4,-3823250,94522,126644
553,2020-01-30,57200.0,-3.21,6097239,-130226,315711
554,2020-01-29,59100.0,0.51,3952135,-150454,116827
555,2020-01-28,58800.0,-3.29,-4722490,62286,243398
556,2020-01-23,60800.0,-2.41,-1494309,-116500,246506
557,2020-01-22,62300.0,1.47,738567,101177,-107263
558,2020-01-21,61400.0,-1.6,1418909,-77217,123547
559,2020-01-20,62400.0,1.79,630262,14078,-5445
560,2020-01-17,61300.0,0.99,1421107,-78014,9652
561,2020-01-16,60700.0,2.88,1203365,-40087,-28748
562,2020-01-15,59000.0,-1.67,-1153929,14294,157764
563,2020-01-14,60000.0,0.0,299664,-100968,60503
564,2020-01-13,60000.0,0.84,2176861,-90332,4660
565,2020-01-10,59500.0,1.54,1468097,-174670,78806
566,2020-01-09,58600.0,3.17,4170511,-135036,-72445
567,2020-01-08,56800.0,1.79,5349372,4221,-234778
568,2020-01-07,55800.0,0.54,656654,2972,-722
569,2020-01-06,55500.0,0.0,1845368,-66329,23110
570,2020-01-03,55500.0,0.54,1643317,-123333,66485
571,2020-01-02,55200.0,-1.08,944619,-130414,152706
572,2019-12-30,55800.0,-1.24,-3149823,104239,70813
573,2019-12-27,56500.0,1.99,-1806584,34221,29597
574,2019-12-26,55400.0,0.73,-7060091,162464,-113415
575,2019-12-24,55000.0,-0.9,-3354220,76564,-16435
576,2019-12-23,55500.0,-0.89,-3695030,58023,-45187
577,2019-12-20,56000.0,0.0,-1228363,-7826,-20707
578,2019-12-19,56000.0,-0.53,443347,-60242,-27363
579,2019-12-18,56300.0,-0.71,1360513,-94394,-7191
580,2019-12-17,56700.0,3.66,1958067,-17408,-304290
581,2019-12-16,54700.0,0.0,-664369,128474,-119799
582,2019-12-13,54700.0,2.63,4446947,134032,-385559
583,2019-12-12,53300.0,2.7,5358986,72930,-356011
584,2019-12-11,51900.0,0.78,-293398,40286,-63860
585,2019-12-10,51500.0,0.59,-1791756,42413,-48726
586,2019-12-09,51200.0,1.59,-1261466,5726,-43189
587,2019-12-06,50400.0,1.82,-1390801,65039,-38557
588,2019-12-05,49500.0,0.1,-1273510,-20792,38536
589,2019-12-04,49450.0,-0.9,-2708411,7353,74002
590,2019-12-03,49900.0,-0.99,-3584074,85325,84001
591,2019-12-02,50400.0,0.2,-3420489,121874,21892
592,2019-11-29,50300.0,-1.95,-2480482,-14599,145491
593,2019-11-28,51300.0,-1.72,-1897666,27409,54932
594,2019-11-27,52200.0,0.77,45780,42066,-12752
595,2019-11-26,51800.0,0.0,-7111518,363466,24415
596,2019-11-25,51800.0,0.39,-2227803,127008,9073
597,2019-11-22,51600.0,1.18,-1939279,104693,-8259
598,2019-11-21,51000.0,-1.92,-3383515,110534,50724
599,2019-11-20,52000.0,-2.8,-1858659,11259,128330
600,2019-11-19,53500.0,0.0,416970,-25461,21137
601,2019-11-18,53500.0,-0.37,-1749262,37277,20596
602,2019-11-15,53700.0,1.7,-97598,230542,-208388
603,2019-11-14,52800.0,0.57,-1896982,79616,-8603
604,2019-11-13,52500.0,-0.19,883950,-59636,19052
605,2019-11-12,52600.0,1.94,-22936,16131,-20429
606,2019-11-11,51600.0,-0.96,-416149,-7652,28068
607,2019-11-08,52100.0,-1.51,-2421979,15401,60864
608,2019-11-07,52900.0,-0.75,-479823,11342,15877
609,2019-11-06,53300.0,1.14,4098127,-118331,-105057
610,2019-11-05,52700.0,0.76,2917965,-45838,-73647
611,2019-11-04,52300.0,2.15,1151162,99402,-151426
612,2019-11-01,51200.0,1.59,-2825966,-48879,-24256
613,2019-10-31,50400.0,0.0,-411968,32143,-54802
614,2019-10-30,50400.0,-1.37,638039,-50563,27397
615,2019-10-29,51100.0,-0.39,1620918,37523,5487
616,2019-10-28,51300.0,0.79,2276363,43665,-70223
617,2019-10-25,50900.0,0.39,-702706,40618,-9553
618,2019-10-24,50700.0,-0.98,-934505,45276,17870
619,2019-10-23,51200.0,0.0,1363556,-58593,-5820
620,2019-10-22,51200.0,1.79,1916441,111088,-212499
621,2019-10-21,50300.0,0.8,-1738323,22570,-19206
622,2019-10-18,49900.0,-1.19,-35590,-92905,15669
623,2019-10-17,50500.0,-0.39,985854,25607,-17925
624,2019-10-16,50700.0,1.2,909724,39688,-87038
625,2019-10-15,50100.0,0.2,-30536,23643,-38840
626,2019-10-14,50000.0,1.73,969812,83966,-165649
627,2019-10-11,49150.0,1.24,1764164,23504,-89854
628,2019-10-10,48550.0,-0.72,1186696,-26510,-8480
629,2019-10-08,48900.0,2.41,-1051661,90559,-54712
630,2019-10-07,47750.0,-0.52,-653341,22261,15336
631,2019-10-04,48000.0,0.84,-157468,27278,-15731
632,2019-10-02,47600.0,-2.56,1932251,-88243,56546
633,2019-10-01,48850.0,-0.41,-1501205,69939,21388
634,2019-09-30,49050.0,1.34,408272,-5888,-19981
635,2019-09-27,48400.0,-1.63,-1074828,-53826,19863
636,2019-09-26,49200.0,0.61,-1896257,4225,848
637,2019-09-25,48900.0,-1.21,-836264,73543,-20178
638,2019-09-24,49500.0,0.41,-1844532,107123,-62663
639,2019-09-23,49300.0,0.2,781047,26528,-29400
640,2019-09-20,49200.0,0.1,482195,88298,-105285
641,2019-09-19,49150.0,3.04,4942762,-54224,-166002
642,2019-09-18,47700.0,1.71,2236553,2619,-118148
643,2019-09-17,46900.0,-0.42,399656,-4672,-9442
644,2019-09-16,47100.0,-0.11,-1323908,29516,-29096
645,2019-09-11,47150.0,0.32,-764054,83816,-90969
646,2019-09-10,47000.0,0.21,1235768,20310,-82738
647,2019-09-09,46900.0,1.3,2585200,-9022,-90733
648,2019-09-06,46300.0,1.31,1544271,-3186,-88189
649,2019-09-05,45700.0,3.63,1763128,80214,-197995
650,2019-09-04,44100.0,1.97,-3330992,168773,-5033
651,2019-09-03,43250.0,-1.26,-4453723,51372,100580
652,2019-09-02,43800.0,-0.45,71471,34596,32128
653,2019-08-30,44000.0,1.38,-2099397,119909,-49387
654,2019-08-29,43400.0,-1.7,-2322095,30794,53609
655,2019-08-28,44150.0,0.23,142048,13638,-24019
656,2019-08-27,44050.0,1.03,-1248243,104778,-62924
657,2019-08-26,43600.0,-0.8,-7162,30680,13871
658,2019-08-23,43950.0,-0.23,-331644,20825,-12527
659,2019-08-22,44050.0,-1.01,-144731,-23198,18970
660,2019-08-21,44500.0,0.11,-739811,30687,-6943
661,2019-08-20,44450.0,1.95,-248657,-17053,-29102
662,2019-08-19,43600.0,-0.68,-2349377,58369,21153
663,2019-08-16,43900.0,0.46,-379058,23396,-15436
664,2019-08-14,43700.0,1.63,1031421,-11197,-9595
665,2019-08-13,43000.0,-1.6,-3071258,63421,50655
666,2019-08-12,43700.0,1.27,-341068,-35594,41865
667,2019-08-09,43150.0,1.17,-656777,-45746,74099
668,2019-08-08,42650.0,-1.27,-2111368,-38120,129523
669,2019-08-07,43200.0,-0.69,-1429102,25566,50900
670,2019-08-06,43500.0,-1.02,-5092136,287938,-32166
671,2019-08-05,43950.0,-2.22,-3395074,205751,-6691
672,2019-08-02,44950.0,-0.55,-2094800,84967,11666
673,2019-08-01,45200.0,-0.33,-8154632,29558,13196
674,2019-07-31,45350.0,-2.58,-1302082,38030,27543
675,2019-07-30,46550.0,0.98,975245,-45681,-21652
676,2019-07-29,46100.0,-2.23,5537869,74617,-9800
677,2019-07-26,47150.0,-0.11,1213878,-24192,-27111
678,2019-07-25,47200.0,1.72,2514615,-65084,-80595
679,2019-07-24,46400.0,-1.9,788069,-49571,17250
680,2019-07-23,47300.0,0.21,1368352,32525,-111289
681,2019-07-22,47200.0,0.85,3934630,-74805,-111185
682,2019-07-19,46800.0,1.52,707484,81486,-119931
683,2019-07-18,46100.0,0.11,933808,-52623,5132
684,2019-07-17,46050.0,-1.71,499329,2077,-7961
685,2019-07-16,46850.0,0.86,2098465,-19404,-98864
686,2019-07-15,46450.0,0.32,1105137,-7327,-37265
687,2019-07-12,46300.0,0.22,2185766,-17936,-28447
688,2019-07-11,46200.0,1.43,3950098,-86016,-100281
689,2019-07-10,45550.0,1.0,6844533,-16355,-50220
690,2019-07-09,45100.0,1.58,2326814,-18466,-50899
691,2019-07-08,44400.0,-2.74,590150,-7441,-22227
692,2019-07-05,45650.0,-0.76,34284,-10420,-13823
693,2019-07-04,46000.0,1.32,884652,-24620,-37180
694,2019-07-03,45400.0,-1.84,868729,8244,-13634
695,2019-07-02,46250.0,-0.75,2219049,6901,-50060
696,2019-07-01,46600.0,-0.85,2386472,-3518,-71782
697,2019-06-28,47000.0,1.08,7048268,-90806,-195626
698,2019-06-27,46500.0,1.75,2578905,12631,-190869
699,2019-06-26,45700.0,0.22,-2119172,20093,-42206
700,2019-06-25,45600.0,0.22,473220,11916,-29775
701,2019-06-24,45500.0,-0.44,-1086789,47905,-13960
702,2019-06-21,45700.0,0.44,697334,-12410,-26334
703,2019-06-20,45500.0,0.33,17476,30218,-40537
704,2019-06-19,45350.0,2.25,2956372,20676,-124148
705,2019-06-18,44350.0,1.03,497351,1659,-31735
706,2019-06-17,43900.0,-0.23,-1112105,38619,1386
707,2019-06-14,44000.0,0.57,559573,-8903,-14250
708,2019-06-13,43750.0,-1.91,-250953,-20259,37360
709,2019-06-12,44600.0,-0.56,-136582,16146,-9932
710,2019-06-11,44850.0,0.11,572445,18794,-49370
711,2019-06-10,44800.0,1.36,595108,49828,-97034
712,2019-06-07,44200.0,0.68,1735862,27660,-55297
713,2019-06-05,43900.0,1.04,-1702329,70833,-40681
714,2019-06-04,43450.0,-0.8,-2330695,74484,23181
715,2019-06-03,43800.0,3.06,2553495,-49545,-87934
716,2019-05-31,42500.0,-0.12,-2505113,-26353,9324
717,2019-05-30,42550.0,1.79,4093293,-33428,-33819
718,2019-05-29,41800.0,-1.76,-2212407,36033,64179
719,2019-05-28,42550.0,-0.23,-4778789,164697,26515
720,2019-05-27,42650.0,-0.12,-1336248,40015,17076
721,2019-05-24,42700.0,-2.62,-2030898,102676,69041
722,2019-05-23,43850.0,0.8,3119661,-79404,-62266
723,2019-05-22,43500.0,0.81,1949166,-64837,-14489
724,2019-05-21,43150.0,2.74,2005960,-47333,-42166
725,2019-05-20,42000.0,1.94,1960239,-9667,-39063
726,2019-05-17,41200.0,-0.84,-884583,-32931,59742
727,2019-05-16,41550.0,-2.35,-3770164,688,133221
728,2019-05-15,42550.0,-0.23,-620235,-26101,38643
729,2019-05-14,42650.0,0.0,-2160411,66531,25035
730,2019-05-13,42650.0,-0.58,-537548,-46238,18190
731,2019-05-10,42900.0,1.06,-2637085,8648,70683
732,2019-05-09,42450.0,-4.07,-1355198,-152254,231737
733,2019-05-08,44250.0,-1.34,-1332149,-59279,84187
734,2019-05-07,44850.0,-0.99,-1940818,-116849,56674
735,2019-05-03,45300.0,-1.31,1884674,-78922,41273
736,2019-05-02,45900.0,0.11,-1101866,9825,8045
737,2019-04-30,45850.0,-0.65,3847099,-13674,-17739
738,2019-04-29,46150.0,2.9,938891,31346,-82332
739,2019-04-26,44850.0,0.45,773795,-32824,11561
740,2019-04-25,44650.0,-0.22,-806914,15721,41878
741,2019-04-24,44750.0,-1.0,1511983,-105421,116953
742,2019-04-23,45200.0,-0.33,1510191,-24046,33474
743,2019-04-22,45350.0,0.11,1421669,-33359,4243
744,2019-04-19,45300.0,-0.66,-2499972,13047,89697
745,2019-04-18,45600.0,-3.08,-2691598,8741,101138
746,2019-04-17,47050.0,-0.42,1136907,439,-4591
747,2019-04-16,47250.0,0.43,1881994,-47590,-29445
748,2019-04-15,47050.0,0.43,2079976,-26222,-59436
749,2019-04-12,46850.0,1.3,1795650,-54181,-35632
750,2019-04-11,46250.0,-0.96,1866850,-104173,21588
751,2019-04-10,46700.0,0.11,-704230,51013,-16500
752,2019-04-09,46650.0,0.0,2907975,-33977,-24071
753,2019-04-08,46650.0,-0.43,2120051,-51466,-22026
754,2019-04-05,46850.0,-0.21,1835893,28394,-71277
755,2019-04-04,46950.0,0.75,2764833,57911,-162354
756,2019-04-03,46600.0,1.86,4292898,58549,-127607
757,2019-04-02,45750.0,1.55,3409971,-59481,-55846
758,2019-04-01,45050.0,0.9,224497,17300,-25599
759,2019-03-29,44650.0,-0.45,-643409,14274,28426
760,2019-03-28,44850.0,-1.1,821504,-38682,-7984
761,2019-03-27,45350.0,0.22,-1100124,46449,-21354
762,2019-03-26,45250.0,-0.55,709364,-60335,6359
763,2019-03-25,45500.0,-2.26,978783,-46664,9418
764,2019-03-22,46550.0,1.53,2887330,-62608,-61569
765,2019-03-21,45850.0,4.09,5025803,40056,-234478
766,2019-03-20,44050.0,0.34,-790749,29709,18389
767,2019-03-19,43900.0,0.46,1195016,-27260,5138
768,2019-03-18,43700.0,-1.13,-2594504,59500,63321
769,2019-03-15,44200.0,0.8,-3485575,165729,-12818
770,2019-03-14,43850.0,0.0,-738996,6486,56159
771,2019-03-13,43850.0,-1.79,390811,-41750,50383
772,2019-03-12,44650.0,2.29,2842412,70316,-76842
773,2019-03-11,43650.0,-0.34,-1444670,46148,13218
774,2019-03-08,43800.0,-1.46,-508555,9092,25183
775,2019-03-07,44450.0,1.02,1285450,5043,-6081
776,2019-03-06,44000.0,-0.56,451762,-33600,-437
777,2019-03-05,44250.0,-1.34,-1277906,6313,42652
778,2019-03-04,44850.0,-0.55,-2076396,45790,41832
779,2019-02-28,45100.0,-3.53,-1635750,4714,84360
780,2019-02-27,46750.0,0.0,601212,-635,-8955
781,2019-02-26,46750.0,-1.27,1031202,-57371,29653
782,2019-02-25,47350.0,0.42,1441119,-2370,-62258
783,2019-02-22,47150.0,0.43,453056,1662,-37726
784,2019-02-21,46950.0,0.11,1683591,-71247,-14248
785,2019-02-20,46900.0,2.07,2940324,-29198,-114828
786,2019-02-19,45950.0,-0.54,-1213914,19360,8992
787,2019-02-18,46200.0,0.33,-605009,23439,391
788,2019-02-15,46050.0,-3.05,-1180922,-38962,93160
789,2019-02-14,47500.0,2.81,2879603,48240,-196693
790,2019-02-13,46200.0,0.33,77478,27304,-36455
791,2019-02-12,46050.0,2.33,1801485,-15828,-71629
792,2019-02-11,45000.0,0.45,632058,-2353,-18272
793,2019-02-08,44800.0,-3.03,-3151123,30462,34489
794,2019-02-07,46200.0,-0.32,1545295,-58409,-4992
795,2019-02-01,46350.0,0.43,2925932,-54717,-81092
796,2019-01-31,46150.0,-0.54,7332233,-158818,-101810
797,2019-01-30,46400.0,1.98,4477169,-26787,-162539
798,2019-01-29,45500.0,1.0,3820109,-91190,-81778
799,2019-01-28,45050.0,0.67,7670966,-194886,-138855
800,2019-01-25,44750.0,3.95,8799293,-86917,-287038
801,2019-01-24,43050.0,2.5,5929311,-98283,-109832
802,2019-01-23,42000.0,-0.36,-2161931,99587,-8939
803,2019-01-22,42150.0,-1.4,600918,1817,-16590
804,2019-01-21,42750.0,1.06,1720895,3265,-73415
805,2019-01-18,42300.0,0.83,1271150,1621,-60224
806,2019-01-17,41950.0,1.21,3238420,-34656,-93576
807,2019-01-16,41450.0,0.85,1317496,-19570,-37303
808,2019-01-15,41100.0,2.62,2031658,29812,-84358
809,2019-01-14,40050.0,-1.11,1551370,-81559,13459
810,2019-01-11,40500.0,1.76,2721738,-25122,-96357
811,2019-01-10,39800.0,0.51,3667284,-101747,-42148
812,2019-01-09,39600.0,3.94,2877670,592,-117302
813,2019-01-08,38100.0,-1.68,-1295891,51887,-5188
814,2019-01-07,38750.0,3.47,1596964,-10693,-55408
815,2019-01-04,37450.0,-0.4,1329061,33233,20023
816,2019-01-03,37600.0,-2.97,1832560,-70201,61514
817,2019-01-02,38750.0,0.13,1281954,-21202,-27921
818,2018-12-28,38700.0,1.18,2789526,-63821,-41538
819,2018-12-27,38250.0,-0.26,1660604,-144990,77697
820,2018-12-26,38350.0,-1.16,-3541075,44826,-72970
821,2018-12-24,38800.0,0.39,839880,42282,-97900
822,2018-12-21,38650.0,0.0,-4665291,114994,6416
823,2018-12-20,38650.0,-1.15,390180,11895,12453
824,2018-12-19,39100.0,0.51,-1753613,38566,-12525
825,2018-12-18,38900.0,-0.64,-2855217,70585,-20129
826,2018-12-17,39150.0,0.51,-58073,54836,-60712
827,2018-12-14,38950.0,-2.63,-1702700,-88522,93081
828,2018-12-13,40000.0,-1.11,628899,-132275,87620
829,2018-12-12,40450.0,0.5,-2033979,25390,34613
830,2018-12-11,40250.0,0.12,98649,-24418,8588
831,2018-12-10,40200.0,-1.83,-5089822,37710,73153
832,2018-12-07,40950.0,1.11,-581731,-15773,5812
833,2018-12-06,40500.0,-2.29,-6202842,31661,181374
834,2018-12-05,41450.0,-1.66,-5120800,73264,116970
835,2018-12-04,42150.0,-2.54,-2998508,-74936,167575
836,2018-12-03,43250.0,3.35,3417910,-44164,-99939
837,2018-11-30,41850.0,-3.01,-1853982,-78584,149841
838,2018-11-29,43150.0,0.0,-135100,-330,-7552
839,2018-11-28,43150.0,0.23,-576997,30797,-14373
840,2018-11-27,43050.0,1.06,507131,-37892,-13446
841,2018-11-26,42600.0,0.47,-2467635,92896,-17735
842,2018-11-23,42400.0,-0.12,-501298,-23463,10917
843,2018-11-22,42450.0,0.83,-1119374,28408,-22448
844,2018-11-21,42100.0,-1.64,-3078180,72832,64683
845,2018-11-20,42800.0,-1.95,-2765355,48679,27872
846,2018-11-19,43650.0,-0.8,-1122703,16979,9163
847,2018-11-16,44000.0,-0.56,-518613,-20637,13906
848,2018-11-15,44250.0,0.34,-633488,27895,-6532
849,2018-11-14,44100.0,-0.9,-942360,17321,3631
850,2018-11-13,44500.0,-1.55,-2935658,61982,21354
851,2018-11-12,45200.0,2.03,1863507,47546,-127770
852,2018-11-09,44300.0,0.57,893010,-30755,-9255
853,2018-11-08,44050.0,0.11,1287079,-32046,-24896
854,2018-11-07,44000.0,0.57,507497,58584,-82217
855,2018-11-06,43750.0,-0.11,344921,-19180,3801
856,2018-11-05,43800.0,-0.79,1780235,-86708,9038
857,2018-11-02,44150.0,4.74,3341737,-42318,-102493
858,2018-11-01,42150.0,-0.59,1882751,-87367,24188
859,2018-10-31,42400.0,0.12,563443,-105037,70857
860,2018-10-30,42350.0,2.29,-1326475,113847,-57699
861,2018-10-29,41400.0,0.98,-1676061,180345,-103811
862,2018-10-26,41000.0,0.0,-1814537,61961,11347
863,2018-10-25,41000.0,-3.64,-6613551,215279,55235
864,2018-10-24,42550.0,-1.16,-3371333,170882,-24506
865,2018-10-23,43050.0,-1.15,-1314461,-6919,57943
866,2018-10-22,43550.0,-0.8,-379278,10960,17350
867,2018-10-19,43900.0,-0.34,-1278687,25361,30242
868,2018-10-18,44050.0,-0.23,1559598,-60113,-9478
869,2018-10-17,44150.0,1.26,1009970,3445,-25322
870,2018-10-16,43600.0,-0.46,633361,-30389,24773
871,2018-10-15,43800.0,-0.45,1697969,-63752,38116
872,2018-10-12,44000.0,2.09,1551616,-26107,-39538
873,2018-10-11,43100.0,-4.86,-6111032,93756,175429
874,2018-10-10,45300.0,0.78,517470,36551,-51653
875,2018-10-08,44950.0,0.56,-553506,11588,-7402
876,2018-10-05,44700.0,0.0,-2259469,18726,90571
877,2018-10-04,44700.0,-2.19,-4555686,60132,135997
878,2018-10-02,45700.0,-1.4,-112520,-20792,26719
879,2018-10-01,46350.0,-0.22,465061,-37373,17184
880,2018-09-28,46450.0,-2.21,-1897680,43160,28822
881,2018-09-27,47500.0,0.21,3590159,-59499,-34010
882,2018-09-21,47400.0,0.32,274897,710,-35284
883,2018-09-20,47250.0,2.38,4725334,-14529,-218874
884,2018-09-19,46150.0,1.43,2129045,-17532,-83946
885,2018-09-18,45500.0,0.78,771131,-6755,-41023
886,2018-09-17,45150.0,-1.53,673527,-86070,54129
887,2018-09-14,45850.0,4.09,2508655,26199,-146332
888,2018-09-13,44050.0,-1.12,-8298690,126986,179013
889,2018-09-12,44550.0,-1.11,-3500069,57139,100298
890,2018-09-11,45050.0,-0.99,-920398,-8545,19137
891,2018-09-10,45500.0,1.34,2156391,-66335,-11015
892,2018-09-07,44900.0,-2.6,-7363953,84546,265904
893,2018-09-06,46100.0,-1.07,-668946,11916,47205
894,2018-09-05,46600.0,-2.2,-282410,-56000,55560
895,2018-09-04,47650.0,0.42,754847,-23385,214
896,2018-09-03,47450.0,-2.06,-1846136,28044,55547
897,2018-08-31,48450.0,1.68,2816696,-11985,-143268
898,2018-08-30,47650.0,1.82,4992180,-70868,-159216
899,2018-08-29,46800.0,0.54,1375503,-11216,-52758
