,개인,외국인,기관
2010-12-28,"-4,873 ","2,425 ","3,001 "
2010-12-27,-456 ,"1,559 ",-896 
2010-12-24,702 ,758 ,-999 
2010-12-23,524 ,"1,385 ","-1,050 "
2010-12-22,"1,944 ","3,546 ","-4,811 "
2010-12-21,"3,919 ",-305 ,"-2,998 "
2010-12-20,"-2,890 ","1,837 ","1,125 "
2010-12-17,"-1,380 ","1,831 ",-102 
2010-12-16,"1,958 ",510 ,"-1,791 "
2010-12-15,"1,807 ","3,893 ","-5,043 "
2010-12-14,"-1,204 ","5,468 ","-4,063 "
2010-12-13,738 ,382 ,-878 
2010-12-10,"2,329 ",-20 ,31 
2010-12-09,"-4,018 ","3,356 ",933 
2010-12-08,364 ,"2,642 ","-2,905 "
2010-12-07,"-1,135 ",810 ,463 
2010-12-06,"2,003 ",-156 ,"-1,815 "
2010-12-03,"-1,284 ","3,538 ","-2,392 "
2010-12-02,"-2,582 ","4,028 ","-1,597 "
2010-12-01,"-1,035 ",345 ,777 
2010-11-30,-813 ,-923 ,"1,747 "
2010-11-29,370 ,"-1,611 ","1,231 "
2010-11-26,"-4,002 ",609 ,"3,332 "
2010-11-25,310 ,"-1,700 ","1,489 "
2010-11-24,"-5,718 ",497 ,"4,891 "
2010-11-23,594 ,"1,812 ","-2,214 "
2010-11-22,"-3,646 ","1,955 ","1,727 "
2010-11-19,209 ,"1,919 ","-2,081 "
2010-11-18,-532 ,"-1,566 ","1,907 "
2010-11-17,"1,480 ","-3,061 ","1,282 "
2010-11-16,"2,704 ",769 ,"-3,537 "
2010-11-15,-504 ,"2,264 ","-1,621 "
2010-11-12,"1,861 ","8,875 ","-4,798 "
2010-11-11,"4,174 ","-13,098 ","8,758 "
2010-11-10,"-3,358 ","4,438 ",-953 
2010-11-09,586 ,-293 ,-414 
2010-11-08,-84 ,"2,575 ","-2,254 "
2010-11-05,"-4,539 ","7,976 ","-3,149 "
2010-11-04,-242 ,"3,252 ","-3,204 "
2010-11-03,"-2,612 ","1,908 ",382 
2010-11-02,"1,539 ",115 ,"-1,693 "
2010-11-01,-577 ,-75 ,976 
2010-10-29,"6,274 ","-3,368 ","-2,975 "
2010-10-28,"1,965 ",605 ,"-2,025 "
2010-10-27,"3,113 ",848 ,"-3,825 "
2010-10-26,42 ,"4,449 ","-4,188 "
2010-10-25,"-4,602 ","4,990 ",-319 
2010-10-22,"-6,403 ","5,594 ",927 
2010-10-21,"1,345 ",32 ,"-1,425 "
2010-10-20,547 ,"-1,997 ","1,552 "
2010-10-19,"3,007 ","1,324 ","-4,134 "
2010-10-18,"3,556 ",449 ,"-3,921 "
2010-10-15,-393 ,"1,191 ","1,764 "
2010-10-14,"-2,889 ","1,548 ","1,597 "
2010-10-13,630 ,"-1,501 ",859 
2010-10-12,"3,376 ","-1,779 ","-1,810 "
2010-10-11,834 ,"2,164 ","-2,999 "
2010-10-08,-468 ,"1,739 ","-1,388 "
2010-10-07,"-1,323 ","1,139 ",259 
2010-10-06,"-6,500 ","8,483 ","-1,905 "
2010-10-05,-633 ,"2,370 ","-1,635 "
2010-10-04,"-1,377 ","6,535 ","-5,101 "
2010-10-01,"-2,538 ","4,619 ","-1,990 "
2010-09-30,"-2,200 ","4,210 ","-1,916 "
2010-09-29,"-3,011 ","3,622 ",715 
2010-09-28,864 ,428 ,-811 
2010-09-27,-28 ,"1,314 ","-1,297 "
2010-09-24,216 ,"1,012 ","-1,149 "
2010-09-20,-289 ,"1,320 ","-1,116 "
2010-09-17,"-4,237 ","2,722 ","1,645 "
2010-09-16,"-1,428 ","2,051 ",-331 
2010-09-15,"-1,720 ","4,439 ","-2,120 "
2010-09-14,228 ,"4,053 ","-4,368 "
2010-09-13,"-2,810 ","6,873 ","-3,339 "
2010-09-10,"-5,441 ","5,722 ",-12 
2010-09-09,"1,857 ","-3,080 ","1,295 "
2010-09-08,"2,306 ",-489 ,"-1,790 "
2010-09-07,-32 ,"2,393 ","-2,011 "
2010-09-06,"-1,570 ","3,571 ","-1,743 "
2010-09-03,"-1,785 ","2,356 ",-355 
2010-09-02,"-2,842 ",934 ,"1,675 "
2010-09-01,-827 ,-461 ,"1,340 "
2010-08-31,"1,019 ",-439 ,-768 
2010-08-30,"-1,843 ",339 ,"1,628 "
2010-08-27,"1,375 ","-1,342 ",-245 
2010-08-26,96 ,-936 ,742 
2010-08-25,"2,026 ","-2,022 ",-5 
2010-08-24,630 ,932 ,"-1,594 "
2010-08-23,807 ,380 ,"-1,428 "
2010-08-20,-155 ,"1,770 ","-1,879 "
2010-08-19,"-4,012 ","1,533 ","2,466 "
2010-08-18,"-1,918 ","1,440 ",299 
2010-08-17,-996 ,"-1,375 ","2,375 "
2010-08-16,"2,216 ","-3,590 ","1,101 "
2010-08-13,"1,215 ","-1,594 ",39 
2010-08-12,"4,620 ","-5,397 ",383 
2010-08-11,"2,844 ",-91 ,"-2,654 "
2010-08-10,786 ,531 ,"-1,543 "
2010-08-09,-831 ,626 ,-29 
2010-08-06,"-1,219 ",-453 ,"1,592 "
2010-08-05,418 ,"-1,651 ","1,120 "
2010-08-04,958 ,"2,039 ","-3,121 "
2010-08-03,"-2,656 ","3,037 ",-693 
2010-08-02,"-1,969 ",661 ,"1,068 "
2010-07-30,-830 ,893 ,-192 
2010-07-29,-781 ,"1,593 ",-525 
2010-07-28,"-2,297 ","1,333 ",982 
2010-07-27,225 ,"5,844 ","-5,211 "
2010-07-26,"-2,057 ","1,543 ",653 
2010-07-23,"-2,813 ","2,249 ",754 
2010-07-22,203 ,32 ,-92 
2010-07-21,"-1,249 ","2,472 ","-1,139 "
2010-07-20,"1,874 ",-190 ,"-1,595 "
2010-07-19,"1,338 ",-567 ,-591 
2010-07-16,616 ,"3,013 ","-3,446 "
2010-07-15,564 ,"4,837 ","-5,101 "
2010-07-14,"-8,136 ","9,027 ",-297 
2010-07-13,"-3,164 ","2,927 ",927 
2010-07-12,"-3,344 ","3,377 ",8 
2010-07-09,"-4,828 ","3,126 ","1,619 "
2010-07-08,"-2,769 ",444 ,"2,284 "
2010-07-07,"2,702 ","-3,914 ","1,113 "
2010-07-06,820 ,"-3,351 ","2,394 "
2010-07-05,"1,045 ",-650 ,-450 
2010-07-02,"3,659 ","-2,319 ","-1,434 "
2010-07-01,"4,299 ","-2,693 ","-1,438 "
2010-06-30,"2,627 ","-3,326 ",583 
2010-06-29,-689 ,550 ,76 
2010-06-28,234 ,"-1,383 ","1,312 "
2010-06-25,521 ,"-1,524 ",725 
2010-06-24,"-1,346 ",260 ,"1,028 "
2010-06-23,762 ,-318 ,-183 
2010-06-22,"2,007 ",-162 ,"-1,583 "
2010-06-21,"-4,071 ","2,953 ","1,304 "
2010-06-18,-645 ,"2,638 ",-748 
2010-06-17,"-1,640 ","2,309 ",-370 
2010-06-16,"-2,617 ","3,417 ",-545 
2010-06-15,-826 ,152 ,799 
2010-06-14,"-3,705 ","3,019 ",946 
2010-06-11,"-3,403 ","3,072 ",458 
2010-06-10,"1,321 ","-2,600 ","1,314 "
2010-06-09,"2,144 ",-341 ,"-1,693 "
2010-06-08,"1,889 ","-2,133 ",414 
2010-06-07,"1,102 ","-2,678 ","1,467 "
2010-06-04,"-1,365 ",974 ,527 
2010-06-03,"-2,837 ","2,665 ",187 
2010-06-01,"1,208 ",-696 ,-313 
2010-05-31,-673 ,"1,733 ","-1,053 "
2010-05-28,474 ,585 ,"-1,041 "
2010-05-27,"1,708 ","-3,088 ","1,146 "
2010-05-26,994 ,"-2,288 ","1,308 "
2010-05-25,-412 ,"-5,829 ","5,824 "
2010-05-24,-920 ,"-1,040 ","1,914 "
2010-05-20,"1,917 ","-3,871 ","1,864 "
2010-05-19,"4,203 ","-5,989 ","1,552 "
2010-05-18,"2,272 ","-4,234 ","2,027 "
2010-05-17,"7,634 ","-7,615 ",-514 
2010-05-14,"2,263 ","-2,064 ",-348 
2010-05-13,"-1,179 ",684 ,405 
2010-05-12,"3,317 ","-4,049 ",668 
2010-05-11,"2,033 ",159 ,"-2,147 "
2010-05-10,"4,039 ","-3,280 ",-899 
2010-05-07,"4,846 ","-12,456 ","7,131 "
2010-05-06,"3,552 ","-7,439 ","3,718 "
2010-05-04,"2,810 ",-73 ,"-2,980 "
2010-05-03,"3,028 ","-2,343 ",-804 
2010-04-30,"-2,104 ","4,399 ","-2,492 "
2010-04-29,609 ,586 ,-990 
2010-04-28,"3,957 ",-429 ,"-3,483 "
2010-04-27,"1,732 ","1,213 ","-2,742 "
2010-04-26,"-2,590 ","2,085 ",470 
2010-04-23,-302 ,"1,601 ","-1,279 "
2010-04-22,"2,083 ",949 ,"-2,987 "
2010-04-21,"-3,944 ","2,804 ",989 
2010-04-20,"2,468 ",-331 ,"-2,260 "
2010-04-19,"1,442 ",-741 ,-862 
2010-04-16,"1,338 ","1,844 ","-3,336 "
2010-04-15,"-1,767 ","5,170 ","-3,416 "
2010-04-14,"-1,722 ","2,082 ",261 
2010-04-13,826 ,-181 ,-537 
2010-04-12,933 ,370 ,"-1,295 "
2010-04-09,"3,606 ","6,225 ","-1,239 "
2010-04-08,61 ,"4,468 ","-4,494 "
2010-04-07,"-2,078 ","4,788 ","-2,628 "
2010-04-06,-348 ,"1,486 ","-1,067 "
2010-04-05,12 ,"2,514 ","-2,333 "
2010-04-02,-553 ,"6,227 ","-5,702 "
2010-04-01,"-3,867 ","4,474 ",-449 
2010-03-31,-285 ,"1,254 ",-640 
2010-03-30,"-1,166 ","3,550 ","-2,211 "
2010-03-29,"-2,107 ","3,264 ","-1,059 "
2010-03-26,"-1,201 ","2,113 ",-836 
2010-03-25,"-1,475 ","2,058 ",-520 
2010-03-24,"-1,608 ","3,694 ","-2,046 "
2010-03-23,"-1,079 ","1,915 ",-909 
2010-03-22,"2,637 ",433 ,"-3,091 "
2010-03-19,"-3,069 ","2,841 ",249 
2010-03-18,"-2,181 ","2,938 ",-745 
2010-03-17,"-6,211 ","6,567 ",-146 
2010-03-16,"2,083 ","3,959 ","-4,949 "
2010-03-15,29 ,570 ,-592 
2010-03-12,"-1,319 ","2,400 ","-1,113 "
2010-03-11,-295 ,"-1,863 ","2,360 "
2010-03-10,"-1,762 ","1,463 ",625 
2010-03-09,"-2,835 ","3,188 ",-52 
2010-03-08,"-5,724 ","5,014 ",990 
2010-03-05,"-3,225 ","1,404 ","1,874 "
2010-03-04,"-1,287 ","1,363 ",-70 
2010-03-03,"-2,440 ",941 ,"1,502 "
2010-03-02,"-4,043 ","4,215 ",-209 
2010-02-26,433 ,"-1,683 ","1,231 "
2010-02-25,"3,165 ","-2,342 ",-912 
2010-02-24,"1,469 ","-1,931 ",573 
2010-02-23,"-1,429 ",497 ,"1,046 "
2010-02-22,"-5,173 ","2,562 ","2,732 "
2010-02-19,-258 ,337 ,52 
2010-02-18,-387 ,"1,888 ","-1,476 "
2010-02-17,"-3,543 ","3,824 ",-60 
2010-02-16,"-1,568 ",592 ,925 
2010-02-12,"1,963 ",-412 ,"-1,687 "
2010-02-11,"-3,199 ",875 ,"2,421 "
2010-02-10,"1,472 ",148 ,"-1,626 "
2010-02-09,596 ,-455 ,-180 
2010-02-08,"1,138 ","-2,149 ",999 
2010-02-05,538 ,"-2,988 ","2,264 "
2010-02-04,117 ,262 ,-616 
2010-02-03,17 ,"1,388 ","-1,529 "
2010-02-02,"2,207 ",335 ,"-2,734 "
2010-02-01,770 ,-930 ,11 
2010-01-29,555 ,-814 ,190 
2010-01-28,-246 ,"1,339 ","-1,183 "
2010-01-27,"1,062 ","-4,483 ","3,028 "
2010-01-26,"3,307 ","-1,987 ","-1,104 "
2010-01-25,"1,482 ",396 ,"-1,840 "
2010-01-22,"7,610 ","-4,906 ","-3,308 "
2010-01-21,-258 ,"1,574 ",-746 
2010-01-20,756 ,"2,143 ","-2,935 "
2010-01-19,"1,136 ",452 ,"-1,526 "
2010-01-18,416 ,282 ,-631 
2010-01-15,"-2,226 ","3,761 ","-1,706 "
2010-01-14,461 ,"-2,423 ","1,859 "
2010-01-13,"4,223 ","-1,408 ","-2,506 "
2010-01-12,-815 ,"1,259 ",-442 
2010-01-11,171 ,"-1,590 ","1,604 "
2010-01-08,375 ,594 ,-743 
2010-01-07,"-1,656 ","2,202 ",-855 
2010-01-06,"-3,470 ","3,508 ",-367 
2010-01-05,"-1,666 ","3,916 ","-2,227 "
2010-01-04,"-2,700 ","2,387 ",-72 
2009-12-30,"-3,537 ","1,898 ","1,644 "
2009-12-29,"1,297 ","1,025 ","-2,457 "
2009-12-28,"2,404 ",-578 ,"-1,510 "
2009-12-24,"-6,280 ","2,653 ","3,779 "
2009-12-23,"-2,111 ","1,536 ","2,166 "
2009-12-22,"-1,967 ","1,143 ","1,308 "
2009-12-21,-361 ,-53 ,888 
2009-12-18,679 ,"-1,717 ","1,002 "
2009-12-17,"1,052 ",645 ,"-1,725 "
2009-12-16,-122 ,-643 ,851 
2009-12-15,"1,043 ","1,653 ","-2,251 "
2009-12-14,"1,382 ",101 ,757 
2009-12-11,"-2,946 ","1,231 ","2,238 "
2009-12-10,-833 ,"2,830 ",-891 
2009-12-09,"-2,469 ",-877 ,"2,508 "
2009-12-08,-433 ,"1,644 ",-987 
2009-12-07,"-1,998 ","2,646 ",-467 
2009-12-04,"-4,731 ","2,334 ","2,760 "
2009-12-03,"-3,994 ",944 ,"3,228 "
2009-12-02,"-2,490 ","3,768 ","-1,122 "
2009-12-01,-544 ,306 ,311 
2009-11-30,"1,628 ","1,274 ","-2,770 "
2009-11-27,"2,511 ","-2,102 ",-546 
2009-11-26,476 ,747 ,"-1,228 "
2009-11-25,123 ,-678 ,590 
2009-11-24,"2,594 ","2,504 ",-857 
2009-11-23,"1,515 ",-212 ,"-1,079 "
2009-11-20,-679 ,285 ,404 
2009-11-19,"-5,516 ","6,728 ","-1,192 "
2009-11-18,"-3,415 ","1,462 ","3,981 "
2009-11-17,-149 ,"2,016 ","-2,004 "
2009-11-16,"-1,153 ",-138 ,"1,123 "
2009-11-13,701 ,"-1,104 ",443 
2009-11-12,"2,622 ","-1,294 ","-1,487 "
2009-11-11,-589 ,-546 ,"1,180 "
2009-11-10,"-2,225 ","2,657 ",-353 
2009-11-09,"-2,316 ","1,249 ","1,216 "
2009-11-06,"-1,501 ","1,340 ",82 
2009-11-05,"2,488 ",-234 ,"-2,440 "
2009-11-04,-793 ,"1,063 ",-477 
2009-11-03,"1,859 ","1,837 ","-3,872 "
2009-11-02,-554 ,"1,423 ",-842 
2009-10-30,"3,220 ","1,282 ","-4,618 "
2009-10-29,"3,287 ","-4,730 ","1,076 "
2009-10-28,"3,168 ","-2,715 ",-494 
2009-10-27,990 ,"1,861 ","-2,923 "
2009-10-26,"-4,721 ","1,837 ","2,880 "
2009-10-23,"-1,352 ","2,182 ","-1,074 "
2009-10-22,"2,548 ","-1,183 ","-1,444 "
2009-10-21,-825 ,"1,199 ",-437 
2009-10-20,"-1,978 ","2,219 ",-459 
2009-10-19,820 ,887 ,"-1,632 "
2009-10-16,-690 ,"4,086 ","-3,106 "
2009-10-15,"-3,447 ","5,492 ","-1,454 "
2009-10-14,"-2,554 ","3,563 ",-651 
2009-10-13,"2,220 ",89 ,"-2,485 "
2009-10-12,"1,788 ",-520 ,"-1,264 "
2009-10-09,"-3,309 ","4,229 ",-901 
2009-10-08,"1,767 ",-114 ,"-1,863 "
2009-10-07,"-1,253 ","1,054 ",338 
2009-10-06,"1,443 ",-313 ,"-1,038 "
2009-10-05,"3,454 ","-3,367 ",-51 
2009-10-01,"1,658 ","-2,438 ",760 
2009-09-30,"-1,862 ",-135 ,"2,367 "
2009-09-29,-329 ,"-1,220 ","1,618 "
2009-09-28,"3,836 ","-1,249 ","-2,356 "
2009-09-25,"4,442 ","-1,481 ","-2,920 "
2009-09-24,"3,014 ",-885 ,"-2,091 "
2009-09-23,"1,650 ","1,277 ","-2,865 "
2009-09-22,"-1,983 ","5,236 ","-3,214 "
2009-09-21,"1,429 ","1,871 ","-3,197 "
2009-09-18,"-2,399 ","14,185 ","-11,038 "
2009-09-17,"-2,791 ","7,797 ","-4,482 "
2009-09-16,"-9,250 ","8,967 ",509 
2009-09-15,-47 ,"3,657 ","-3,807 "
2009-09-14,"1,835 ","2,042 ","-3,579 "
2009-09-11,"-2,056 ","5,900 ","-3,719 "
2009-09-10,"-7,588 ","4,445 ","3,024 "
2009-09-09,"4,522 ",909 ,"-5,117 "
2009-09-08,-547 ,741 ,46 
2009-09-07,"1,904 ",313 ,"-2,008 "
2009-09-04,"1,603 ",72 ,"-1,265 "
2009-09-03,"1,102 ","-1,523 ",337 
2009-09-02,"3,231 ","-2,871 ",-136 
2009-09-01,"-2,337 ",211 ,"1,954 "
2009-08-31,"2,435 ",-273 ,"-2,108 "
2009-08-28,-736 ,"2,076 ","-1,286 "
2009-08-27,630 ,"2,184 ","-2,484 "
2009-08-26,"1,052 ","2,090 ","-2,727 "
2009-08-25,"2,452 ","2,094 ","-4,391 "
2009-08-24,497 ,"3,017 ","-2,755 "
2009-08-21,"3,534 ","2,020 ","-5,280 "
2009-08-20,-318 ,"-1,670 ","2,288 "
2009-08-19,"3,915 ","2,002 ","-5,894 "
2009-08-18,319 ,"-1,705 ","1,620 "
2009-08-17,"7,084 ","1,224 ","-7,945 "
2009-08-14,"-1,846 ","3,696 ","-1,684 "
2009-08-13,"3,562 ","2,505 ","-6,022 "
2009-08-12,"2,290 ",-129 ,"-2,219 "
2009-08-11,"-2,223 ","1,891 ",379 
2009-08-10,"1,009 ","3,418 ","-4,494 "
2009-08-07,-918 ,"1,863 ","-1,082 "
2009-08-06,"-1,011 ",151 ,"1,086 "
2009-08-05,-296 ,690 ,-328 
2009-08-04,-674 ,"5,417 ","-4,580 "
2009-08-03,"-1,578 ","3,870 ","-2,008 "
2009-07-31,"-5,287 ","5,433 ",-48 
2009-07-30,714 ,"2,629 ","-3,031 "
2009-07-29,-820 ,"2,873 ","-1,931 "
2009-07-28,"-1,972 ","4,900 ","-2,918 "
2009-07-27,"-4,616 ","4,784 ",-47 
2009-07-24,"-3,914 ","4,375 ",-230 
2009-07-23,"-3,679 ","3,162 ",982 
2009-07-22,"-1,579 ","3,157 ","-1,405 "
2009-07-21,"-2,757 ","4,029 ","-1,194 "
2009-07-20,"-9,238 ","5,153 ","4,076 "
2009-07-17,"-3,086 ","1,604 ","1,242 "
2009-07-16,"-5,124 ","5,367 ",-353 
2009-07-15,"-3,247 ","4,732 ","-1,399 "
2009-07-14,"2,261 ",-193 ,"-1,981 "
2009-07-13,"3,773 ","-2,268 ","-1,635 "
2009-07-10,-93 ,-370 ,584 
2009-07-09,674 ,"3,123 ","-3,677 "
2009-07-08,"2,163 ","-1,975 ",-185 
2009-07-07,-240 ,"1,480 ",-917 
2009-07-06,"-1,652 ","1,144 ",192 
2009-07-03,"-2,240 ",779 ,"1,458 "
2009-07-02,64 ,"2,802 ","-3,257 "
2009-07-01,"-2,227 ","1,797 ",322 
2009-06-30,"-3,947 ",581 ,"3,376 "
2009-06-29,-253 ,293 ,-57 
2009-06-26,-281 ,"3,545 ","-3,140 "
2009-06-25,"-4,914 ","4,246 ",835 
2009-06-24,"1,399 ",-770 ,-517 
2009-06-23,"4,361 ","-2,148 ","-2,256 "
2009-06-22,-497 ,176 ,324 
2009-06-19,630 ,256 ,"-1,022 "
2009-06-18,"2,403 ",-491 ,"-1,990 "
2009-06-17,"3,448 ","-1,497 ","-2,066 "
2009-06-16,"3,681 ","-1,667 ","-2,032 "
2009-06-15,"5,032 ",-443 ,"-3,981 "
2009-06-12,332 ,"2,472 ","-2,761 "
2009-06-11,"-3,589 ","7,016 ","-3,553 "
2009-06-10,"-7,176 ","4,306 ","2,729 "
2009-06-09,"3,358 ",954 ,"-4,070 "
2009-06-08,873 ,433 ,-938 
2009-06-05,"1,929 ","1,003 ","-2,726 "
2009-06-04,"5,764 ","-1,084 ","-4,432 "
2009-06-03,416 ,-941 ,"1,106 "
2009-06-02,"-1,373 ","4,930 ","-3,375 "
2009-06-01,"-1,397 ","3,311 ","-1,573 "
2009-05-29,-589 ,"3,599 ","-2,767 "
2009-05-28,"-3,817 ","2,514 ","2,082 "
2009-05-27,-197 ,"3,277 ","-2,840 "
2009-05-26,"3,054 ","1,568 ","-4,642 "
2009-05-25,"2,508 ","2,107 ","-4,679 "
2009-05-22,"2,682 ",657 ,"-2,953 "
2009-05-21,"3,170 ",426 ,"-2,988 "
2009-05-20,"-2,379 ","5,183 ","-2,908 "
2009-05-19,"-3,143 ","4,239 ","-1,377 "
2009-05-18,"3,035 ","1,709 ","-4,528 "
2009-05-15,"2,715 ",218 ,"-2,732 "
2009-05-14,"6,657 ",-774 ,"-5,574 "
2009-05-13,683 ,-513 ,-74 
2009-05-12,"1,265 ",24 ,-807 
2009-05-11,"2,130 ","2,767 ","-4,760 "
2009-05-08,"-1,380 ","4,403 ","-2,504 "
2009-05-07,"2,482 ","2,266 ","-4,395 "
2009-05-06,"2,008 ","3,068 ","-4,969 "
2009-05-04,-8 ,"4,029 ","-3,753 "
2009-04-30,"-7,480 ","5,737 ","1,892 "
2009-04-29,"-2,678 ","1,385 ","1,385 "
2009-04-28,"1,923 ",-262 ,-952 
2009-04-27,"3,647 ",-673 ,"-2,860 "
2009-04-24,"1,598 ","1,370 ","-2,859 "
2009-04-23,251 ,"1,578 ","-1,677 "
2009-04-22,"1,251 ","1,885 ","-3,259 "
2009-04-21,"2,351 ",-823 ,"-1,533 "
2009-04-20,"2,508 ","2,402 ","-4,610 "
2009-04-17,"1,905 ","4,799 ","-6,432 "
2009-04-16,"1,055 ","4,786 ","-5,797 "
2009-04-15,"2,728 ","-1,107 ","-1,947 "
2009-04-14,"2,300 ","1,266 ","-3,758 "
2009-04-13,"1,168 ","3,976 ","-5,311 "
2009-04-10,794 ,"4,120 ","-4,843 "
2009-04-09,-249 ,"2,884 ","-2,665 "
2009-04-08,"6,059 ","-3,281 ","-2,737 "
2009-04-07,"1,443 ","-1,161 ",-493 
2009-04-06,"-1,628 ","2,619 ",-902 
2009-04-03,"-5,325 ","4,731 ",397 
2009-04-02,"-8,237 ","3,555 ","4,486 "
2009-04-01,"-2,026 ",739 ,"1,183 "
2009-03-31,"1,112 ","-1,657 ",583 
2009-03-30,"2,354 ","-1,067 ","-1,263 "
2009-03-27,-267 ,"3,351 ","-3,198 "
2009-03-26,-865 ,592 ,543 
2009-03-25,17 ,97 ,-232 
2009-03-24,"-1,863 ","3,821 ","-1,918 "
2009-03-23,"-3,419 ","2,138 ","1,089 "
2009-03-20,"-1,546 ","1,020 ",526 
2009-03-19,123 ,443 ,-566 
2009-03-18,"-1,170 ",259 ,910 
2009-03-17,"-6,202 ",268 ,"5,935 "
2009-03-16,"1,112 ",-542 ,-570 
2009-03-13,947 ,-527 ,-421 
2009-03-12,"-2,279 ","-7,149 ","9,428 "
2009-03-11,"-6,941 ","5,584 ","1,357 "
2009-03-10,"-3,561 ","1,770 ","1,791 "
2009-03-09,907 ,-597 ,-311 
2009-03-06,"-1,101 ",-367 ,"1,469 "
2009-03-05,-78 ,676 ,-598 
2009-03-04,-476 ,"-1,776 ","2,252 "
2009-03-03,-776 ,"-1,768 ","2,544 "
2009-03-02,"4,064 ","-4,087 ",22 
2009-02-27,-846 ,-35 ,880 
2009-02-26,"1,140 ",-987 ,-153 
2009-02-25,"2,212 ",-487 ,"-1,726 "
2009-02-24,"2,548 ","-2,988 ",440 
2009-02-23,165 ,-121 ,-44 
2009-02-20,"3,436 ","-3,572 ",135 
2009-02-19,"3,643 ","-1,340 ","-2,303 "
2009-02-18,"5,013 ","-1,722 ","-3,291 "
2009-02-17,"4,805 ","-1,748 ","-3,057 "
2009-02-16,"2,887 ",-148 ,"-2,738 "
2009-02-13,-557 ,"-1,285 ","1,842 "
2009-02-12,"6,699 ","-2,106 ","-4,593 "
2009-02-11,"1,435 ","-1,100 ",-334 
2009-02-10,568 ,"-2,167 ","1,599 "
2009-02-09,-76 ,475 ,-399 
2009-02-06,"-1,524 ",980 ,544 
2009-02-05,"-1,934 ","2,720 ",-786 
2009-02-04,"-6,197 ","2,231 ","3,966 "
2009-02-03,"-1,568 ","2,356 ",-788 
2009-02-02,"1,208 ","2,297 ","-3,505 "
2009-01-30,"-2,624 ",391 ,"2,233 "
2009-01-29,"-6,710 ","3,758 ","2,952 "
2009-01-28,"-7,045 ","1,408 ","5,638 "
2009-01-23,"2,705 ","-1,473 ","-1,232 "
2009-01-22,"1,996 ",-636 ,"-1,360 "
2009-01-21,"2,901 ","-2,428 ",-473 
2009-01-20,"1,892 ",-616 ,"-1,275 "
2009-01-19,"-1,308 ","1,630 ",-322 
2009-01-16,"2,363 ","-3,075 ",712 
2009-01-15,"5,635 ","-1,782 ","-3,853 "
2009-01-14,-65 ,103 ,-37 
2009-01-13,"2,048 ",313 ,"-2,362 "
2009-01-12,"2,080 ",-992 ,"-1,088 "
2009-01-09,"2,501 ",-854 ,"-1,647 "
2009-01-08,"1,895 ","-1,326 ",-569 
2009-01-07,"-5,887 ","5,606 ",281 
2009-01-06,"-7,514 ","3,683 ","3,830 "
2009-01-05,"-2,513 ","3,341 ",-829 
2009-01-02,"-1,574 ",643 ,931 
2008-12-30,"-4,856 ","1,917 ","2,939 "
2008-12-29,"-1,075 ",451 ,624 
2008-12-26,949 ,-534 ,-416 
2008-12-24,"1,316 ","-1,013 ",-303 
2008-12-23,"1,366 ",-659 ,-707 
2008-12-22,"1,327 ",189 ,"-1,516 "
2008-12-19,"-2,489 ","2,332 ",157 
2008-12-18,"-1,743 ",79 ,"1,663 "
2008-12-17,707 ,"1,304 ","-2,011 "
2008-12-16,"1,692 ",-596 ,"-1,095 "
2008-12-15,"-2,732 ",975 ,"1,757 "
2008-12-12,"3,181 ",115 ,"-3,296 "
2008-12-11,"-2,682 ","-1,152 ","3,834 "
2008-12-10,"-7,920 ","3,360 ","4,560 "
2008-12-09,"-2,283 ","1,992 ",292 
2008-12-08,"-7,686 ","1,146 ","6,540 "
2008-12-05,"-2,427 ",-62 ,"2,489 "
2008-12-04,"1,585 ",-99 ,"-1,486 "
2008-12-03,"3,353 ","-1,437 ","-1,916 "
2008-12-02,624 ,-96 ,-527 
2008-12-01,305 ,338 ,-644 
2008-11-28,"-4,741 ","2,756 ","1,985 "
2008-11-27,"-4,507 ","1,939 ","2,568 "
2008-11-26,"-3,182 ","1,185 ","1,997 "
2008-11-25,-498 ,-524 ,"1,022 "
2008-11-24,"1,314 ",-834 ,-481 
2008-11-21,-641 ,63 ,577 
2008-11-20,285 ,-879 ,594 
2008-11-19,"2,555 ","-2,443 ",-112 
2008-11-18,"3,621 ","-1,642 ","-1,978 "
2008-11-17,"1,223 ","-1,029 ",-194 
2008-11-14,"4,242 ","-1,367 ","-2,875 "
2008-11-13,"4,161 ","-3,605 ",-556 
2008-11-12,-576 ,"-1,784 ","2,359 "
2008-11-11,-348 ,-976 ,"1,324 "
2008-11-10,"-2,041 ",89 ,"1,952 "
2008-11-07,36 ,-276 ,240 
2008-11-06,"1,541 ","-2,830 ","1,289 "
2008-11-05,"-2,146 ",671 ,"1,476 "
2008-11-04,"1,157 ","-4,507 ","3,351 "
2008-11-03,"2,092 ",-444 ,"-1,648 "
2008-10-31,"-2,615 ","3,215 ",-599 
2008-10-30,"-2,050 ",272 ,"1,777 "
2008-10-29,-61 ,82 ,-21 
2008-10-28,-162 ,"-2,821 ","2,983 "
2008-10-27,"-3,546 ","-3,179 ","6,724 "
2008-10-24,-794 ,"-2,750 ","3,543 "
2008-10-23,"1,364 ",-992 ,-372 
2008-10-22,"3,357 ","-3,569 ",212 
2008-10-21,"1,305 ",-108 ,"-1,197 "
2008-10-20,-561 ,"-3,475 ","4,036 "
2008-10-17,"5,827 ","-4,943 ",-884 
