,종가,등락율,날짜,개인순매수,외국인순매수,기관순매수
456,2141.32,0.0037,2020-06-19,1647,511,-2164
457,2133.48,-0.0034999999999999996,2020-06-18,2943,-1624,-832
458,2141.05,0.0014000000000000002,2020-06-17,1525,-528,-1137
459,2138.05,0.0528,2020-06-16,-5949,1029,4800
460,2030.82,-0.047599999999999996,2020-06-15,12372,-4741,-7616
461,2132.3,-0.0204,2020-06-12,5559,-2648,-2862
462,2176.78,-0.0086,2020-06-11,12717,-1163,-11844
463,2195.69,0.0031,2020-06-10,-1693,-450,2158
464,2188.92,0.0021,2020-06-09,4132,-192,-3999
465,2184.29,0.0011,2020-06-08,3790,76,-3716
466,2181.87,0.0143,2020-06-05,-3195,-686,4054
467,2151.18,0.0019,2020-06-04,-3349,458,2978
468,2147.0,0.0287,2020-06-03,-13182,2050,11345
469,2087.19,0.010700000000000001,2020-06-02,-98,-472,350
470,2065.08,0.0175,2020-06-01,-4455,1102,3250
471,2029.6,0.0005,2020-05-29,1898,-1999,-201
472,2028.54,-0.0013,2020-05-28,-2842,604,2225
473,2031.2,0.0007000000000000001,2020-05-27,3216,-2153,-727
474,2029.78,0.0176,2020-05-26,-4799,141,3417
475,1994.6,0.0124,2020-05-25,958,-1415,347
476,1970.13,-0.0141,2020-05-22,9362,-4749,-4485
477,1998.31,0.0044,2020-05-21,2904,764,-3882
478,1989.64,0.0046,2020-05-20,-1819,788,981
479,1980.61,0.0225,2020-05-19,-11869,3658,8432
480,1937.11,0.0051,2020-05-18,301,-931,339
481,1927.28,0.0012,2020-05-15,2234,-4721,2426
482,1924.96,-0.008,2020-05-14,7866,-5521,-2372
483,1940.42,0.0095,2020-05-13,2154,-3177,935
484,1922.17,-0.0068000000000000005,2020-05-12,6057,-3105,-2985
485,1935.4,-0.0054,2020-05-11,5112,-1701,-3631
486,1945.82,0.0089,2020-05-08,-2432,451,1705
487,1928.61,-0.0001,2020-05-07,2534,-3201,565
488,1928.76,0.0176,2020-05-06,-1,-3146,3090
489,1895.37,-0.0268,2020-05-04,17001,-9420,-8060
490,1947.56,0.006999999999999999,2020-04-29,-4870,2358,2522
491,1934.09,0.0059,2020-04-28,856,-1250,239
492,1922.77,0.0179,2020-04-27,-5492,183,5279
493,1889.01,-0.0134,2020-04-24,6328,-2307,-4231
494,1914.73,0.0098,2020-04-23,-156,-1062,1000
495,1896.15,0.0089,2020-04-22,3178,-355,-3098
496,1879.38,-0.01,2020-04-21,7094,-5282,-1904
497,1898.36,-0.0084,2020-04-20,9560,-4980,-4849
498,1914.53,0.030899999999999997,2020-04-17,-6057,3186,2356
499,1857.07,-0.0,2020-04-16,3888,-5687,1363
500,1857.08,0.0172,2020-04-14,-4530,-317,4679
501,1825.76,-0.018799999999999997,2020-04-13,7588,-2920,-4576
502,1860.7,0.013300000000000001,2020-04-10,2520,-558,-2059
503,1836.21,0.0161,2020-04-09,2941,-1783,-1296
504,1807.14,-0.009000000000000001,2020-04-08,4520,-1345,-2820
505,1823.6,0.0177,2020-04-07,1492,-1951,329
506,1791.88,0.0385,2020-04-06,-8430,-2019,10361
507,1725.44,0.0003,2020-04-03,3487,-2883,-833
508,1724.86,0.023399999999999997,2020-04-02,2700,-6233,3599
509,1685.46,-0.0394,2020-04-01,11508,-5752,-6199
510,1754.64,0.0219,2020-03-31,3845,-711,-2901
511,1717.12,-0.0004,2020-03-30,1986,-4272,2236
512,1717.73,0.0187,2020-03-27,1731,-3724,1300
513,1686.24,-0.0109,2020-03-26,7166,-5307,-2138
514,1704.76,0.058899999999999994,2020-03-25,4283,-3230,-948
515,1609.97,0.086,2020-03-24,-4623,-823,5024
516,1482.46,-0.053399999999999996,2020-03-23,9200,-6405,-3611
517,1566.15,0.07440000000000001,2020-03-20,2004,-5832,3116
518,1457.64,-0.0839,2020-03-19,2421,-6149,2898
519,1591.2,-0.048600000000000004,2020-03-18,9136,-5058,-5145
520,1672.44,-0.024700000000000003,2020-03-17,6010,-10031,3502
521,1714.86,-0.0319,2020-03-16,9263,-6786,-3465
522,1771.44,-0.034300000000000004,2020-03-13,4463,-11629,5848
523,1834.33,-0.0387,2020-03-12,5388,-8891,2756
524,1908.27,-0.0278,2020-03-11,10886,-6835,-4838
525,1962.93,0.0042,2020-03-10,3114,-9897,6113
526,1954.77,-0.04190000000000001,2020-03-09,12800,-13075,-463
527,2040.22,-0.0216,2020-03-06,7915,-5637,-2625
528,2085.26,0.0126,2020-03-05,3213,-1459,-2016
529,2059.33,0.022400000000000003,2020-03-04,-38,1506,-1706
530,2014.15,0.0058,2020-03-03,7090,-3072,-4474
531,2002.51,0.0078000000000000005,2020-03-02,4616,-7860,2703
532,1987.01,-0.033,2020-02-28,2299,-6337,3576
533,2054.89,-0.0105,2020-02-27,3465,-3968,-19
534,2076.77,-0.0128,2020-02-26,7886,-8735,237
535,2103.61,0.0118,2020-02-25,6103,-7688,1135
536,2079.04,-0.0387,2020-02-24,6084,-7816,1916
537,2162.84,-0.0149,2020-02-21,2837,2180,-5350
538,2195.5,-0.0067,2020-02-20,1924,1117,-3356
539,2210.34,0.0007000000000000001,2020-02-19,1600,-2203,-118
540,2208.88,-0.0148,2020-02-18,7671,-3054,-5281
541,2242.17,-0.0006,2020-02-17,1960,-2294,139
542,2243.59,0.0048,2020-02-14,-11,937,-1086
543,2232.96,-0.0024,2020-02-13,-39,2768,-3278
544,2238.38,0.0069,2020-02-12,460,-2175,1489
545,2223.12,0.01,2020-02-11,-2204,-940,3182
546,2201.07,-0.0049,2020-02-10,4355,-3036,-1650
547,2211.95,-0.0072,2020-02-07,3916,252,-4660
548,2227.94,0.0288,2020-02-06,-6881,1524,5167
549,2165.63,0.0036,2020-02-05,4341,4601,-9082
550,2157.9,0.0184,2020-02-04,2026,4863,-7020
551,2118.88,-0.0001,2020-02-03,1180,-3079,1698
552,2119.01,-0.013500000000000002,2020-01-31,2788,-4250,1717
553,2148.0,-0.0171,2020-01-30,6632,-2788,-4427
554,2185.28,0.0039000000000000003,2020-01-29,3727,1012,-4976
555,2176.72,-0.030899999999999997,2020-01-28,6672,-5248,-1894
556,2246.13,-0.009300000000000001,2020-01-23,5813,-1334,-4795
557,2267.25,0.0123,2020-01-22,-2182,-735,2885
558,2239.69,-0.0101,2020-01-21,3605,-2048,-1853
559,2262.64,0.0054,2020-01-20,-547,635,-278
560,2250.57,0.0011,2020-01-17,1861,948,-2967
561,2248.05,0.0077,2020-01-16,2235,-258,-2099
562,2230.98,-0.0034999999999999996,2020-01-15,3156,-849,-2436
563,2238.88,0.0043,2020-01-14,1336,2640,-4282
564,2229.26,0.0104,2020-01-13,-491,2574,-2148
565,2206.39,0.0091,2020-01-10,-232,3785,-3635
566,2186.45,0.0163,2020-01-09,1923,908,-2851
567,2151.31,-0.0111,2020-01-08,-192,2684,-2400
568,2175.54,0.0095,2020-01-07,-1678,1953,-453
569,2155.07,-0.0098,2020-01-06,2363,991,-3209
570,2176.46,0.0006,2020-01-03,2738,2623,-5239
571,2175.17,-0.0102,2020-01-02,5305,-44,-5401
572,2197.67,-0.003,2019-12-30,1235,-3402,2042
573,2204.21,0.0029,2019-12-27,1925,642,-2790
574,2197.93,0.0036,2019-12-26,-4673,-401,4605
575,2190.08,-0.0062,2019-12-24,-1081,-1670,2584
576,2203.71,-0.0002,2019-12-23,-3219,-489,3545
577,2204.18,0.0034999999999999996,2019-12-20,-3221,1558,1389
578,2196.56,0.0008,2019-12-19,-1640,2491,-1083
579,2194.76,-0.0004,2019-12-18,-560,3833,-3358
580,2195.68,0.0127,2019-12-17,-5292,5134,116
581,2168.15,-0.001,2019-12-16,-2149,-1914,3781
582,2170.25,0.0154,2019-12-13,-9892,5139,4797
583,2137.35,0.0151,2019-12-12,-9175,5512,3473
584,2105.62,0.0036,2019-12-11,-1766,-75,1450
585,2098.0,0.0045000000000000005,2019-12-10,-1311,-193,1169
586,2088.65,0.0033,2019-12-09,-818,650,-198
587,2081.85,0.0102,2019-12-06,-2201,430,1603
588,2060.74,-0.0039000000000000003,2019-12-05,590,-678,-247
589,2068.89,-0.0073,2019-12-04,3202,-3953,508
590,2084.07,-0.0038,2019-12-03,1273,-2692,1147
591,2091.92,0.0019,2019-12-02,497,-3920,3094
592,2087.96,-0.014499999999999999,2019-11-29,4434,-4499,-487
593,2118.6,-0.0043,2019-11-28,282,-1167,720
594,2127.85,0.0031,2019-11-27,181,-1431,942
595,2121.35,-0.001,2019-11-26,604,-8573,7631
596,2123.5,0.0102,2019-11-25,-1408,-2595,3589
597,2101.96,0.0026,2019-11-22,583,-1860,912
598,2096.6,-0.013500000000000002,2019-11-21,2534,-5706,2645
599,2125.32,-0.013000000000000001,2019-11-20,3606,-3341,-981
600,2153.24,-0.0034000000000000002,2019-11-19,960,-128,-1202
601,2160.69,-0.0007000000000000001,2019-11-18,665,-1627,634
602,2162.18,0.010700000000000001,2019-11-15,-6561,-1416,7859
603,2139.23,0.0079,2019-11-14,-620,-2087,2261
604,2122.45,-0.0086,2019-11-13,2277,-280,-2419
605,2140.92,0.0079,2019-11-12,238,-395,-151
606,2124.09,-0.0060999999999999995,2019-11-11,1405,-1722,-9
607,2137.23,-0.0033,2019-11-08,63,-1037,630
608,2144.29,0.0001,2019-11-07,642,-1533,535
609,2144.15,0.0007000000000000001,2019-11-06,-668,2369,-2136
610,2142.64,0.0058,2019-11-05,-2112,3216,-1335
611,2130.24,0.0143,2019-11-04,-5126,682,4644
612,2100.2,0.008,2019-11-01,-594,1378,-1184
613,2083.48,0.0015,2019-10-31,-1498,347,594
614,2080.27,-0.0059,2019-10-30,1544,101,-2249
615,2092.69,-0.0004,2019-10-29,-168,-996,735
616,2093.6,0.0027,2019-10-28,-1255,-560,1359
617,2087.89,0.0011,2019-10-25,-1072,570,415
618,2085.66,0.0024,2019-10-24,-1587,1741,-560
619,2080.62,-0.0039000000000000003,2019-10-23,303,1168,-1503
620,2088.86,0.0116,2019-10-22,-5292,861,4335
621,2064.84,0.002,2019-10-21,446,-1208,542
622,2060.69,-0.0083,2019-10-18,2292,-1302,-1000
623,2077.94,-0.0023,2019-10-17,-96,-945,843
624,2082.83,0.0070999999999999995,2019-10-16,-1774,46,1447
625,2068.17,0.0004,2019-10-15,272,-602,109
626,2067.4,0.0111,2019-10-14,-2612,221,2219
627,2044.61,0.008100000000000001,2019-10-11,-1562,1093,438
628,2028.15,-0.0088,2019-10-10,2281,-1376,-954
629,2046.25,0.0121,2019-10-08,-2551,-461,3035
630,2021.73,0.0005,2019-10-07,-423,-229,440
631,2020.69,-0.0055000000000000005,2019-10-04,1001,-1490,243
632,2031.91,-0.0195,2019-10-02,5022,-1124,-3809
633,2072.42,0.0045000000000000005,2019-10-01,-1585,-1426,2951
634,2063.05,0.0064,2019-09-30,-981,-5,812
635,2049.93,-0.011899999999999999,2019-09-27,1995,-249,-1755
636,2074.52,0.0005,2019-09-26,518,3160,-3848
637,2073.39,-0.0132,2019-09-25,2226,-3661,1291
638,2101.04,0.0045000000000000005,2019-09-24,-1620,-2162,3780
639,2091.7,0.0001,2019-09-23,-223,-689,839
640,2091.52,0.0054,2019-09-20,-2147,445,1816
641,2080.35,0.0046,2019-09-19,-1011,2181,-993
642,2070.73,0.0040999999999999995,2019-09-18,-1616,559,1074
643,2062.33,0.0001,2019-09-17,-313,-805,962
644,2062.22,0.0064,2019-09-16,-457,-1602,1982
645,2049.2,0.0084,2019-09-11,-3344,-2837,6135
646,2032.08,0.0062,2019-09-10,-1919,146,1713
647,2019.55,0.0052,2019-09-09,-1730,2335,-747
648,2009.13,0.0022,2019-09-06,-338,483,-199
649,2004.75,0.008199999999999999,2019-09-05,-2844,1880,929
650,1988.53,0.0116,2019-09-04,-1496,-3502,4830
651,1965.69,-0.0018,2019-09-03,404,-3051,2491
652,1969.19,0.0007000000000000001,2019-09-02,-196,-1242,1322
653,1967.79,0.0178,2019-08-30,-3982,2243,1652
654,1933.41,-0.004,2019-08-29,524,-1129,455
655,1941.09,0.0086,2019-08-28,-749,-521,1062
656,1924.6,0.0043,2019-08-27,-309,-1181,1313
657,1916.31,-0.016399999999999998,2019-08-26,534,-1175,709
658,1948.3,-0.0014000000000000002,2019-08-23,-912,75,664
659,1951.01,-0.0069,2019-08-22,1619,-1229,-512
660,1964.65,0.0022,2019-08-21,1005,-1274,48
661,1960.25,0.0105,2019-08-20,-600,1130,-723
662,1939.9,0.0066,2019-08-19,-573,-1392,1869
663,1927.17,-0.0058,2019-08-16,549,-937,153
664,1938.37,0.006500000000000001,2019-08-14,520,-501,-243
665,1925.83,-0.0085,2019-08-13,1558,-1765,-24
666,1942.29,0.0023,2019-08-12,1841,-24,-1854
667,1937.75,0.0089,2019-08-09,2152,-43,-2292
668,1920.61,0.005699999999999999,2019-08-08,2390,-1017,-1417
669,1909.71,-0.0040999999999999995,2019-08-07,1769,-980,-990
670,1917.5,-0.0151,2019-08-06,-4439,-6056,10337
671,1946.98,-0.0256,2019-08-05,-4437,-3169,7355
672,1998.13,-0.0095,2019-08-02,143,-3979,3626
673,2017.34,-0.0036,2019-08-01,-873,-51,836
674,2024.55,-0.0069,2019-07-31,-774,-496,1209
675,2038.68,0.0045000000000000005,2019-07-30,-1469,1410,39
676,2029.48,-0.0178,2019-07-29,-767,-625,1350
677,2066.26,-0.004,2019-07-26,-221,1184,-1032
678,2074.48,-0.0038,2019-07-25,457,1124,-1536
679,2082.3,-0.0091,2019-07-24,533,585,-1140
680,2101.45,0.0039000000000000003,2019-07-23,-2833,2857,37
681,2093.34,-0.0005,2019-07-22,-647,2335,-1686
682,2094.36,0.013500000000000002,2019-07-19,-4632,1306,3381
683,2066.55,-0.0031,2019-07-18,1002,708,-1729
684,2072.92,-0.0091,2019-07-17,587,233,-745
685,2091.87,0.0045000000000000005,2019-07-16,-2157,2512,-315
686,2082.48,-0.002,2019-07-15,-494,143,253
687,2086.66,0.0029,2019-07-12,168,-59,-64
688,2080.58,0.0106,2019-07-11,-1993,3649,-1782
689,2058.78,0.0033,2019-07-10,-13,2033,-1882
690,2052.03,-0.0059,2019-07-09,826,240,-1149
691,2064.17,-0.022000000000000002,2019-07-08,499,18,-498
692,2110.59,0.0009,2019-07-05,-1050,-250,1263
693,2108.73,0.0060999999999999995,2019-07-04,-238,401,-93
694,2096.02,-0.0123,2019-07-03,1562,-860,-675
695,2122.02,-0.0036,2019-07-02,240,343,-515
696,2129.74,-0.0004,2019-07-01,-191,1545,61
697,2130.62,-0.0017000000000000001,2019-06-28,-1995,3123,-1097
698,2134.32,0.0059,2019-06-27,-4058,1559,2671
699,2121.85,0.0001,2019-06-26,-736,165,610
700,2121.64,-0.0022,2019-06-25,-211,0,88
701,2126.33,0.0003,2019-06-24,-728,-992,1637
702,2125.62,-0.0027,2019-06-21,1187,133,-1309
703,2131.29,0.0031,2019-06-20,-1485,-183,1645
704,2124.78,0.0124,2019-06-19,-4605,3004,1693
705,2098.71,0.0038,2019-06-18,-1295,2618,869
706,2090.73,-0.0022,2019-06-17,78,-1501,1404
707,2095.41,-0.0037,2019-06-14,1577,-694,-922
708,2103.15,-0.0027,2019-06-13,1317,-1657,515
709,2108.75,-0.0014000000000000002,2019-06-12,-963,-23,1016
710,2111.81,0.0059,2019-06-11,-2665,692,2035
711,2099.49,0.0131,2019-06-10,-3384,1819,1673
712,2072.33,0.0016,2019-06-07,-401,-333,658
713,2069.11,0.001,2019-06-05,567,-1559,985
714,2066.97,-0.0004,2019-06-04,32,-2002,1935
715,2067.85,0.0128,2019-06-03,-1933,2914,-986
716,2041.74,0.0014000000000000002,2019-05-31,-613,2062,-1460
717,2038.8,0.0077,2019-05-30,-720,484,217
718,2023.32,-0.0125,2019-05-29,1932,-3815,1927
719,2048.83,0.0023,2019-05-28,1199,-7191,6227
720,2044.21,-0.0005,2019-05-27,229,-1940,1711
721,2045.31,-0.0069,2019-05-24,-13,-3102,3069
722,2059.59,-0.0026,2019-05-23,150,809,-962
723,2064.86,0.0018,2019-05-22,728,53,-925
724,2061.25,0.0027,2019-05-21,-95,744,-730
725,2055.71,-0.0,2019-05-20,370,-178,96
726,2055.8,-0.0058,2019-05-17,1825,-1994,42
727,2067.69,-0.012,2019-05-16,4114,-4679,367
728,2092.78,0.0053,2019-05-15,1082,-776,-484
729,2081.84,0.0014000000000000002,2019-05-14,-603,-2851,3368
730,2079.01,-0.0138,2019-05-13,2581,-1373,-1314
731,2108.04,0.0029,2019-05-10,2969,-3223,13
732,2102.01,-0.0304,2019-05-09,8157,-2015,-6465
733,2168.01,-0.0040999999999999995,2019-05-08,493,90,-631
734,2176.99,-0.0088,2019-05-07,2823,2026,-4787
735,2196.32,-0.0074,2019-05-03,2417,1521,-4075
736,2212.75,0.0042,2019-05-02,-1025,681,170
737,2203.59,-0.0058,2019-04-30,119,429,-573
738,2216.43,0.017,2019-04-29,-2833,30,2785
739,2179.31,-0.0051,2019-04-26,1401,355,-1844
740,2190.5,-0.0048,2019-04-25,629,-165,-446
741,2201.03,-0.0088,2019-04-24,4030,230,-4214
742,2220.51,0.0017000000000000001,2019-04-23,180,407,-708
743,2216.65,0.0002,2019-04-22,702,-186,-503
744,2216.15,0.0011,2019-04-19,178,-567,351
745,2213.77,-0.0143,2019-04-18,2959,-1320,-1290
746,2245.89,-0.0012,2019-04-17,-589,756,14
747,2248.63,0.0026,2019-04-16,-949,1527,-539
748,2242.88,0.0042,2019-04-15,466,1781,-2189
749,2233.45,0.0040999999999999995,2019-04-12,-1657,2446,-558
750,2224.44,0.0,2019-04-11,-1512,3208,-1606
751,2224.39,0.0049,2019-04-10,-2280,-33,2335
752,2213.56,0.0013,2019-04-09,-1740,2090,-332
753,2210.6,0.0004,2019-04-08,-1181,2731,-1566
754,2209.61,0.0014000000000000002,2019-04-05,-1544,996,616
755,2206.53,0.0015,2019-04-04,-3797,2449,1378
756,2203.27,0.012,2019-04-03,-4644,1431,2008
757,2177.18,0.0040999999999999995,2019-04-02,-1036,2734,-1506
758,2168.28,0.0129,2019-04-01,-4381,2491,1846
759,2140.67,0.0059,2019-03-29,-1560,890,597
760,2128.1,-0.008199999999999999,2019-03-28,837,-139,-832
761,2145.62,-0.0015,2019-03-27,192,-1561,1202
762,2148.8,0.0018,2019-03-26,1557,374,-1915
763,2144.86,-0.0192,2019-03-25,2692,-709,-2191
764,2186.95,0.0009,2019-03-22,471,5013,-5618
765,2184.88,0.0036,2019-03-21,-3264,4841,-1515
766,2177.1,-0.0002,2019-03-20,856,-1237,387
767,2177.62,-0.0009,2019-03-19,369,-124,-158
768,2179.49,0.0016,2019-03-18,-1868,-488,2287
769,2176.11,0.0095,2019-03-15,-4963,-1342,6284
770,2155.68,0.0034000000000000002,2019-03-14,1416,2867,-4344
771,2148.41,-0.0040999999999999995,2019-03-13,957,1001,-2031
772,2157.18,0.0089,2019-03-12,-225,-23,824
773,2138.1,0.0003,2019-03-11,894,-1793,166
774,2137.44,-0.0131,2019-03-08,2932,-1739,-1274
775,2165.79,-0.0045000000000000005,2019-03-07,1108,4,-1130
776,2175.6,-0.0017000000000000001,2019-03-06,654,60,-532
777,2179.23,-0.0052,2019-03-05,2444,-1570,-919
778,2190.66,-0.0022,2019-03-04,403,-1320,767
779,2195.44,-0.0176,2019-02-28,-618,-2536,3169
780,2234.79,0.0037,2019-02-27,-1116,-573,1519
781,2226.6,-0.0027,2019-02-26,-299,526,-111
782,2232.56,0.0009,2019-02-25,91,-796,803
783,2230.5,0.0008,2019-02-22,-342,-45,401
784,2228.66,-0.0005,2019-02-21,-117,2084,-2048
785,2229.76,0.0109,2019-02-20,-4300,4345,-76
786,2205.63,-0.0024,2019-02-19,-1388,-76,1419
787,2210.89,0.0067,2019-02-18,-3241,456,2664
788,2196.09,-0.0134,2019-02-15,1985,-1777,-449
789,2225.85,0.0111,2019-02-14,-1926,-476,2427
790,2201.48,0.005,2019-02-13,-1261,-306,1343
791,2190.47,0.0045000000000000005,2019-02-12,-147,-375,469
792,2180.73,0.0017000000000000001,2019-02-11,1156,-573,-733
793,2177.05,-0.012,2019-02-08,3313,-2803,-725
794,2203.42,-0.0,2019-02-07,695,1607,-2510
795,2203.46,-0.0006,2019-02-01,-749,2668,-2145
796,2204.85,-0.0006,2019-01-31,-1146,2832,-1744
797,2206.2,0.0105,2019-01-30,-3273,3099,157
798,2183.36,0.0028000000000000004,2019-01-29,201,1910,-2079
799,2177.3,-0.0002,2019-01-28,-422,3573,-3051
800,2177.73,0.0152,2019-01-25,-8834,8166,876
801,2145.03,0.008100000000000001,2019-01-24,-1752,4959,-3187
802,2127.78,0.004699999999999999,2019-01-23,-3473,-1006,4458
803,2117.77,-0.0032,2019-01-22,-186,1343,-1242
804,2124.61,0.0002,2019-01-21,-1396,647,532
805,2124.28,0.008199999999999999,2019-01-18,-2100,1119,996
806,2107.06,0.0005,2019-01-17,-132,2343,-2116
807,2106.1,0.0043,2019-01-16,-867,995,-205
808,2097.18,0.0158,2019-01-15,-4110,1228,2880
809,2064.52,-0.0053,2019-01-14,758,948,-1792
810,2075.57,0.006,2019-01-11,-1277,1771,-804
811,2063.28,-0.0007000000000000001,2019-01-10,-92,2732,-2619
812,2064.71,0.0195,2019-01-09,-5146,3846,1394
813,2025.27,-0.0058,2019-01-08,334,-257,-87
814,2037.1,0.0134,2019-01-07,-2046,559,1646
815,2010.25,0.0083,2019-01-04,-1044,-1233,2264
816,1993.7,-0.008100000000000001,2019-01-03,617,1023,-1684
817,2010.0,-0.0152,2019-01-02,3093,-262,-3024
818,2041.04,0.0062,2018-12-28,-343,2025,-1634
819,2028.44,0.0002,2018-12-27,3005,2420,-5459
820,2028.01,-0.0131,2018-12-26,-4710,572,3791
821,2055.01,-0.0031,2018-12-24,-2675,67,2491
822,2061.49,0.0007000000000000001,2018-12-21,-2544,-2253,4960
823,2060.12,-0.009000000000000001,2018-12-20,-92,-418,633
824,2078.84,0.008100000000000001,2018-12-19,-2550,89,2552
825,2062.11,-0.0043,2018-12-18,-1551,-1709,3139
826,2071.09,0.0008,2018-12-17,-2582,653,2039
827,2069.38,-0.0125,2018-12-14,1829,-906,-1221
828,2095.55,0.0062,2018-12-13,-1716,4818,-3120
829,2082.57,0.0144,2018-12-12,-2680,-429,3086
830,2052.97,-0.0004,2018-12-11,619,-1764,1048
831,2053.79,-0.0106,2018-12-10,1340,-2716,1171
832,2075.76,0.0034000000000000002,2018-12-07,116,285,-582
833,2068.69,-0.0155,2018-12-06,3485,-3821,214
834,2101.31,-0.0062,2018-12-05,1051,-1967,925
835,2114.35,-0.008199999999999999,2018-12-04,2198,1234,-3609
836,2131.93,0.0167,2018-12-03,-4541,3227,1328
837,2096.86,-0.008199999999999999,2018-11-30,1293,-366,293
838,2114.1,0.0028000000000000004,2018-11-29,-2716,3253,-553
839,2108.22,0.0042,2018-11-28,-1542,932,281
840,2099.42,0.0079,2018-11-27,-2168,1954,194
841,2083.02,0.0124,2018-11-26,-4217,-372,4506
842,2057.48,-0.006,2018-11-23,967,372,-1427
843,2069.95,-0.0032,2018-11-22,1422,-434,-1004
844,2076.55,-0.0029,2018-11-21,716,-3908,3272
845,2082.58,-0.0086,2018-11-20,298,-2558,897
846,2100.56,0.0039000000000000003,2018-11-19,-584,-926,1594
847,2092.4,0.0021,2018-11-16,192,-206,92
848,2088.06,0.0097,2018-11-15,-1011,-1700,2721
849,2068.05,-0.0015,2018-11-14,699,-1324,189
850,2071.23,-0.0044,2018-11-13,241,-3030,2755
851,2080.44,-0.0027,2018-11-12,-1158,385,679
852,2086.09,-0.0031,2018-11-09,2288,477,-3097
853,2092.63,0.0067,2018-11-08,-2749,4902,-2285
854,2078.69,-0.0052,2018-11-07,969,-638,-603
855,2089.62,0.0060999999999999995,2018-11-06,1718,30,-1876
856,2076.92,-0.0091,2018-11-05,5175,-638,-4728
857,2096.0,0.0353,2018-11-02,-4638,4408,126
858,2024.46,-0.0026,2018-11-01,1088,2923,-4205
859,2029.69,0.0074,2018-10-31,2585,1355,-4123
860,2014.69,0.009300000000000001,2018-10-30,-3582,-1862,5199
861,1996.05,-0.015300000000000001,2018-10-29,-4880,-1593,6364
862,2027.15,-0.0175,2018-10-26,573,-1752,1040
863,2063.3,-0.0163,2018-10-25,-2814,-3631,6311
864,2097.58,-0.004,2018-10-24,-2612,-3309,5809
865,2106.1,-0.025699999999999997,2018-10-23,6413,-5624,-992
866,2161.71,0.0025,2018-10-22,648,-1111,450
867,2156.26,0.0037,2018-10-19,-169,-1715,1879
868,2148.31,-0.0089,2018-10-18,2641,-537,-2166
869,2167.51,0.0104,2018-10-17,-51,64,27
870,2145.12,0.0,2018-10-16,1695,-664,-1271
871,2145.12,-0.0077,2018-10-15,2990,224,-3271
872,2161.85,0.0151,2018-10-12,-1006,735,-59
873,2129.67,-0.0444,2018-10-11,2165,-4836,2439
874,2228.61,-0.011200000000000002,2018-10-10,1008,-2297,1156
875,2253.83,-0.006,2018-10-08,1330,-1782,318
876,2267.52,-0.0031,2018-10-05,2024,-3307,1116
877,2274.49,-0.0152,2018-10-04,5811,-5294,-602
878,2309.57,-0.0125,2018-10-02,3089,-2411,-849
879,2338.88,-0.0018,2018-10-01,1242,-541,-877
880,2343.07,-0.0052,2018-09-28,1305,-2249,648
881,2355.43,0.006999999999999999,2018-09-27,-1362,2283,-1298
882,2339.17,0.0068000000000000005,2018-09-21,-2021,8233,-772
883,2323.45,0.006500000000000001,2018-09-20,-4134,2929,998
884,2308.46,-0.0002,2018-09-19,-1095,3865,137
885,2308.98,0.0026,2018-09-18,-475,-828,996
886,2303.01,-0.0066,2018-09-17,690,1755,-2741
887,2318.25,0.013999999999999999,2018-09-14,-4833,2036,2713
888,2286.23,0.0014000000000000002,2018-09-13,388,-2690,1987
889,2282.92,-0.0001,2018-09-12,1840,-4152,1988
890,2283.2,-0.0024,2018-09-11,1923,-1891,-430
891,2288.66,0.0031,2018-09-10,-412,1211,-1239
892,2281.58,-0.0026,2018-09-07,2196,-7719,5057
893,2287.61,-0.0018,2018-09-06,1148,-2933,1134
894,2291.77,-0.0103,2018-09-05,2473,-971,-1967
895,2315.72,0.0038,2018-09-04,-340,219,-133
896,2307.03,-0.0068000000000000005,2018-09-03,2376,-2173,-727
897,2322.88,0.0067,2018-08-31,-1687,3967,-2643
898,2307.35,-0.0007000000000000001,2018-08-30,660,2223,-3215
899,2309.03,0.0026,2018-08-29,-2217,1146,4282
900,2303.12,0.0017000000000000001,2018-08-28,-1647,1426,-449
901,2299.3,0.0027,2018-08-27,-2427,2373,-432
902,2293.21,0.0046,2018-08-24,-1995,770,582
903,2282.6,0.0040999999999999995,2018-08-23,-448,1751,-1932
904,2273.33,0.0014000000000000002,2018-08-22,1368,2082,-4206
905,2270.06,0.009899999999999999,2018-08-21,-1512,1064,-171
